,id,indexed_date,language,media_name,media_url,publish_date,headline,url,labels,entity_labels,lab,entities,lang,pal_ent,hamas_ent,isr_ent,other_ent,date,Lab_1,Label_1,scores_0,scores_1
10,d76655c365dae196f2618e20bde16989a9ac167bce973fbe1f332c9296142c74,2025-01-19 14:27:29.787299,en,aljazeera.com,aljazeera.com,2025-01-19,Video: Palestinians returning to north Gaza shocked by destruction,https://www.aljazeera.com/program/newsfeed/2025/1/19/video-palestinians-returning-to-north-gaza-shocked-by-destruction?traffic_source=rss,1,1,11,"['Palestinians', 'Gaza']",True,True,False,False,False,2025-01-19,1,S,0.017104922,0.982895
11,3c49739df560779fd988152cb6bf9f988e142f8b4e1e22e0374a35e40b40f1ab,2025-01-19 09:28:26.675152,en,bbc.com,bbc.com,2025-01-19,Israel forces recover body of soldier held in Gaza since 2014,https://www.bbc.com/news/articles/cly4j92je1wo,1,1,11,"['Israel', 'Gaza', '2014']",True,False,False,True,False,2025-01-19,0,O,0.9993129,0.00068711926
12,7e340a4a4e42dba2578f982d20e99090602ab18254ba75fbb8a91032df60907c,2025-01-19 16:35:31.881378,en,bbc.co.uk,bbc.co.uk,2025-01-19,Gaza ceasefire after 470 days of war,https://www.bbc.co.uk/programmes/w172zb9b90jtygl,1,0,10,"['Gaza', '470 days']",True,False,False,False,False,2025-01-19,0,O,0.99575126,0.0042486982
13,f211e7082782d351e434e1ca5867dcac2af20c21255d9dd93b9bab14ebd68148,2025-01-20 03:20:25.891793,en,foxnews.com,foxnews.com,2025-01-19,Auburn's Bruce Pearl slams Hamas terrorists after 3 Israeli hostages are released,https://www.foxnews.com/sports/auburns-bruce-pearl-slams-hamas-terrorists-after-3-israeli-hostages-released,1,1,11,"['Auburn', 'Bruce Pearl', 'Hamas', '3', 'Israeli']",True,False,True,True,False,2025-01-19,1,S,0.18441947,0.81558055
14,d1566847003f5396585b790808823f8427e73a6def48398ca27f5650d3c3fcac,2025-01-19 23:19:11.004451,en,aljazeera.com,aljazeera.com,2025-01-19,Captives released by Hamas as part of Gaza ceasefire arrive back in Israel,https://www.aljazeera.com/program/newsfeed/2025/1/19/captives-released-by-hamas-as-part-of-gaza-ceasefire-arrive-back-in-israel?traffic_source=rss,1,1,11,"['Hamas', 'Gaza', 'Israel']",True,False,True,True,False,2025-01-19,0,O,0.997077,0.00292297
15,2f1bdea16080077b7ceb4a0ac6a0f282657630d52fda51ed3ec19e112117a20d,2025-01-19 07:25:29.577134,en,foxnews.com,foxnews.com,2025-01-19,Netanyahu says cease-fire will not begin until Israel receives list of hostages to be freed,https://www.foxnews.com/world/netanyahu-says-cease-fire-not-begin-until-israel-receives-list-hostages-freed,1,1,11,"['Netanyahu', 'Israel']",True,False,False,True,False,2025-01-19,0,O,0.9987618,0.0012382105
16,9b8fc1e771746933a946b657c622526b3453fa6c7533bb0167b9cc10cce8ecaa,2025-01-19 12:29:50.586836,en,aljazeera.com,aljazeera.com,2025-01-19,Ceasefire: Gaza’s day of hope,https://www.aljazeera.com/program/between-us/2025/1/19/ceasefire-gazas-day-of-hope?traffic_source=rss,1,1,11,"['Ceasefire', 'Gaza']",True,False,False,False,False,2025-01-19,1,S,0.0039674826,0.99603254
17,ef7b7e830fa8cf69d33d17d99871460a9b2772cfd4246d222bfed2942620e372,2025-01-19 17:39:47.042189,en,aljazeera.com,aljazeera.com,2025-01-19,Chaotic scenes as Hamas releases Israeli captives to ICRC in Gaza,https://www.aljazeera.com/program/newsfeed/2025/1/19/chaotic-scenes-as-hamas-releases-israeli-captives-to-icrc-in-gaza?traffic_source=rss,1,1,11,"['Hamas', 'Israeli', 'ICRC', 'Gaza']",True,False,True,True,False,2025-01-19,0,O,0.97621006,0.023790006
18,ccae5d277e92b2ebddb14f6265b42debc6ff435815402c322f9cc2a446fd21d8,2025-01-20 00:20:41.731658,en,bbc.com,bbc.com,2025-01-19,'Gaza hostages out' and 'world readies' for Trump,https://www.bbc.com/news/articles/cn7gvnjj04yo,1,0,10,"['Gaza', 'Trump']",True,False,False,True,False,2025-01-19,0,O,0.5115449,0.48845515
19,6f44af08eca78c497485e868ed0c75b863c948ea3294d4fdddb284042cda7c40,2025-01-19 09:27:26.142865,en,aljazeera.com,aljazeera.com,2025-01-19,Netanyahu says Israel has a right to keep fighting in Gaza,https://www.aljazeera.com/program/newsfeed/2025/1/19/netanyahu-says-israel-has-a-right-to-keep-fighting-in-gaza?traffic_source=rss,1,1,11,"['Netanyahu', 'Israel', 'Gaza']",True,False,False,True,False,2025-01-19,0,O,0.9718246,0.028175369
20,f13e005d9995e0654509e74f685cf9b80e09a9fd312c75160bb50ddf4793c5e8,2025-01-19 19:26:24.321178,en,bbc.com,bbc.com,2025-01-19,Joy fades as Gazans return to destroyed homes,https://www.bbc.com/news/articles/ce8ym4gxnx0o,1,1,11,['Gazans'],True,True,False,False,False,2025-01-19,1,S,0.019632323,0.98036766
21,172e1a41c2a7d19ba59e80eed308a58808603b76e4c1358769558c54cacfecb1,2025-01-19 14:29:23.397644,en,bbc.com,bbc.com,2025-01-19,Who are the three Israeli hostages being released?,https://www.bbc.com/news/articles/cg5ydgeqrvqo,1,1,11,"['three', 'Israeli']",True,False,False,True,False,2025-01-19,0,O,0.99571216,0.004287848
22,276f7833c76047dcca40cc33b6f15cc2e4ee2be80bef237d9c940cd49839ba48,2025-01-19 10:28:52.912539,en,aljazeera.com,aljazeera.com,2025-01-19,Timeline: The path to the Israel-Hamas ceasefire deal in Gaza,https://www.aljazeera.com/features/2025/1/19/timeline-the-path-to-the-israel-hamas-ceasefire-deal-in-gaza?traffic_source=rss,1,1,11,"['Israel', 'Gaza']",True,False,True,True,False,2025-01-19,0,O,0.99885,0.001150013
23,532b48a4f04d3494abd8f1af04b6a41cbd56d7d049b3cdb8b6c80bcd9784d9d2,2025-01-19 19:26:24.946715,en,aljazeera.com,aljazeera.com,2025-01-19,First aid trucks enter Gaza on Day 1 of ceasefire deal,https://www.aljazeera.com/program/newsfeed/2025/1/19/first-aid-trucks-enter-gaza-on-day-1-of-ceasefire-deal?traffic_source=rss,1,1,11,"['First', 'Gaza', 'Day 1']",True,False,False,False,False,2025-01-19,0,O,0.9991253,0.00087472517
24,47efae4b83c9b7c0dd319676d33d2950439ce3b6a06aecea34f11dd312b33b88,2025-01-19 22:17:07.878958,en,bbc.com,bbc.com,2025-01-19,Palestinians in West Bank await prisoner release after ceasefire deal,https://www.bbc.com/news/articles/cwy7d0dnq5eo,1,0,10,"['Palestinians', 'West Bank']",True,True,False,False,False,2025-01-19,0,O,0.9974946,0.0025054778
25,61f7ed34c639fdf2798f8257fe3556deeb034a6112bbff643eaee482041358c0,2025-01-19 17:38:36.042238,en,aljazeera.com,aljazeera.com,2025-01-19,Hamas releases first three Israeli captives as Gaza ceasefire takes hold,https://www.aljazeera.com/news/2025/1/19/hamas-releases-israeli-captives-gaza-ceasefire-palestinian-prisoners?traffic_source=rss,1,1,11,"['Hamas', 'first', 'three', 'Israeli', 'Gaza']",True,False,True,True,False,2025-01-19,0,O,0.99869007,0.00131
26,443ff56ddaa930d49e9787b2353c8bd5fff07e6ded2b18a5d8e1272ed800b32f,2025-01-19 19:26:29.623849,en,aljazeera.com,aljazeera.com,2025-01-19,What does the resilience of Gaza’s people tell the world?,https://www.aljazeera.com/program/inside-story/2025/1/19/what-does-the-resilience-of-gazas-people-tell-the-world?traffic_source=rss,1,1,11,['Gaza'],True,False,False,False,False,2025-01-19,1,S,0.1486738,0.8513263
27,c108c6582230ec066e74cf91353772876879f4ad9a83b7d34c927261dd6bb2c3,2025-01-19 02:20:43.663315,en,bbc.com,bbc.com,2025-01-19,'Chaos' fears in Gaza and 'Team Trump's revenge' on Starmer,https://www.bbc.com/news/articles/cm27yyv4dy8o,0,1,01,"['Gaza', 'Starmer']",True,False,False,True,True,2025-01-19,1,S,0.00830454,0.99169546
28,2b68390fdd9d2534124f85453971411603cb1ae70caf83292a2a7c533c3c2a08,2025-01-19 22:20:47.214145,en,foxnews.com,foxnews.com,2025-01-19,"SHAHAR AZANI: Hostage deal shows Israel values life, Hamas only death",https://www.foxnews.com/opinion/shahar-azani-hostage-deal-shows-israel-values-life-hamas-only-death,1,1,11,"['SHAHAR', 'AZANI', 'Israel', 'Hamas']",True,False,True,True,False,2025-01-19,0,O,0.5123575,0.48764247
29,867f6080b8594e2105ab1f399614708261a2778865893ce07db2107bdcf4627c,2025-01-19 16:27:20.800679,en,aljazeera.com,aljazeera.com,2025-01-19,"Al Jazeera reporter captures relief, joy and hope as Gaza ceasefire begins",https://www.aljazeera.com/program/newsfeed/2025/1/19/al-jazeera-reporter-captures-relief-joy-and-hope-as-gaza-ceasefire-begins?traffic_source=rss,1,1,11,"['Al Jazeera', 'Gaza']",True,False,False,False,True,2025-01-19,1,S,0.16902371,0.83097625
30,7ab76b36cb7347516a63a730b079bf0be2f2d64383aa600053eb32c48301f641,2025-01-19 13:27:28.730254,en,aljazeera.com,aljazeera.com,2025-01-19,‘Joy beyond measure’: Celebrations in Gaza as long-awaited ceasefire begins,https://www.aljazeera.com/news/2025/1/19/joy-beyond-measure-celebrations-in-gaza-as-long-awaited-ceasefire-begins?traffic_source=rss,1,1,11,['Gaza'],True,False,False,False,False,2025-01-19,1,S,0.01255291,0.9874471
31,982daa537ac63205ea23d630ed0695ce54e809c145bb18cff4ae6485e1c5c07e,2025-01-20 00:21:24.580813,en,aljazeera.com,aljazeera.com,2025-01-19,"‘My children, my children’: The Gaza family killed minutes before ceasefire",https://www.aljazeera.com/news/2025/1/19/my-children-my-children-the-gaza-family-killed-minutes-before-ceasefire?traffic_source=rss,1,1,11,"['Gaza', 'minutes']",True,False,False,False,False,2025-01-19,1,S,0.060745016,0.93925494
32,ae18971728ddf385f9af04feb7a6d086e4c8fec59b5b2a1e97d3f26e775ea4a6,2025-01-19 12:29:43.061527,en,aljazeera.com,aljazeera.com,2025-01-19,Palestinians in Gaza desperate to travel abroad for life-saving treatment,https://www.aljazeera.com/news/2025/1/19/palestinians-in-gaza-desperate-to-travel-abroad-for-life-saving-treatment?traffic_source=rss,1,1,11,"['Palestinians', 'Gaza']",True,True,False,False,False,2025-01-19,1,S,0.100443326,0.8995567
33,a1e5a2ed492bff36b0fabfaed6c6019eee2024509ecd06d8429272a70e0b562a,2025-01-19 16:23:16.466499,en,bbc.com,bbc.com,2025-01-19,Watch: Cautious celebrations in Gaza as ceasefire begins,https://www.bbc.com/news/videos/c15zq07pz5jo,1,1,11,['Gaza'],True,False,False,False,False,2025-01-19,1,S,0.016516013,0.98348397
34,eb50d045200e044700fe0a9be4b57dc3cef29aae5fadfe5da8baaa4bd895ca40,2025-01-19 19:24:07.749947,en,foxnews.com,foxnews.com,2025-01-19,Trump's 'all hell to pay' ultimatum credited for securing deal to free Israeli hostages: 'Clear message',https://www.foxnews.com/media/trumps-all-hell-to-pay-ultimatum-credited-securing-deal-free-israeli-hostages-clear-message,1,0,10,"['Trump', 'Israeli']",True,False,False,True,False,2025-01-19,1,S,0.07738423,0.92261577
35,5d3ee907cae598270c4051068bb146177fd33bfb72d90ca71ea0d73415220fe8,2025-01-19 20:26:46.180503,en,aljazeera.com,aljazeera.com,2025-01-19,"‘Today the guns in Gaza have gone silent’, says President Biden",https://www.aljazeera.com/program/newsfeed/2025/1/19/today-the-guns-in-gaza-have-gone-silent-says-president-biden?traffic_source=rss,1,1,11,"['Today', 'Gaza', 'Biden']",True,False,False,True,False,2025-01-19,1,S,0.081712455,0.9182875
36,60dcbeedb90d7789eba095ac80a3dca89743939d5a1e5ec3fb93491573f9fbe3,2025-01-19 10:27:17.980056,en,aljazeera.com,aljazeera.com,2025-01-19,Gaza ceasefire comes into force after 15 months of war,https://www.aljazeera.com/news/2025/1/19/israel-hamas-ceasefire-takes-effect-in-gaza?traffic_source=rss,1,0,10,"['Gaza', '15 months']",True,False,False,False,False,2025-01-19,0,O,0.99708444,0.0029156
37,ebcb4eb5211a3d6b0e30095b0377f8b3008674a784884fca3e420ce00a36d1bf,2025-01-19 07:25:24.048530,en,aljazeera.com,aljazeera.com,2025-01-19,Netanyahu demands captives’ list from Hamas before Gaza ceasefire begins,https://www.aljazeera.com/news/2025/1/19/netanyahu-warns-gaza-ceasefire-wont-begin-until-hamas-gives-captives-list?traffic_source=rss,1,1,11,"['Netanyahu', 'Hamas', 'Gaza']",True,False,True,True,False,2025-01-19,0,O,0.9988207,0.0011791998
38,f833d528ee49ac6c323915bf7815b5cff080125cb814df5a4b8dbfa29dec699c,2025-01-19 11:27:56.707328,en,aljazeera.com,aljazeera.com,2025-01-19,Palestinians in Gaza celebrate the ceasefire,https://www.aljazeera.com/gallery/2025/1/19/palestinians-in-gaza-celebrate-the-ceasefire?traffic_source=rss,1,1,11,"['Palestinians', 'Gaza']",True,True,False,False,False,2025-01-19,0,O,0.98307884,0.01692109
39,7d3e13fe2446d0bb77655beccf6398a89115c51d1c4da884c2b63fbaef59b465,2025-01-19 19:23:11.322131,en,foxnews.com,foxnews.com,2025-01-19,Bittersweet rejoicing as first hostages return to Israel after 471 days in captivity,https://www.foxnews.com/world/bittersweet-rejoicing-first-hostages-return-israel-after-471-days-captivity,1,1,11,"['Bittersweet', 'first', 'Israel', '471 days']",True,False,False,True,False,2025-01-19,1,S,0.45527503,0.544725
40,dcf377041c459d5e729d6197eaacfea18f6f93c605097865a001ac4fbebf6bc7,2025-01-19 12:30:24.267329,en,aljazeera.com,aljazeera.com,2025-01-19,Photos: Forcibly displaced Palestinians return to their homes in Gaza,https://www.aljazeera.com/gallery/2025/1/19/photos-forcibly-displaced-palestinians-return-to-their-homes-in-gaza?traffic_source=rss,1,1,11,"['Palestinians', 'Gaza']",True,True,False,False,False,2025-01-19,0,O,0.9130694,0.086930625
41,707d4c14eea3cd5ee32eba46833548689eb1a9a4b1fac2922f6a924f9298c991,2025-01-19 16:36:20.067650,en,bbc.co.uk,bbc.co.uk,2025-01-19,Netanyahu issues warning ahead of Gaza ceasefire,https://www.bbc.co.uk/programmes/p0kkmngw,1,1,11,"['Netanyahu', 'Gaza']",True,False,False,True,False,2025-01-19,0,O,0.99836296,0.0016370628
42,59467dbda35e5f718894b94edfc6a75282d33378af2f3a8a16c7a5f4f31a6571,2025-01-19 00:17:57.275855,en,bbc.com,bbc.com,2025-01-18,Netanyahu issues warning ahead of Gaza ceasefire,https://www.bbc.com/news/articles/cp8qyq24qljo,1,1,11,"['Netanyahu', 'Gaza']",True,False,False,True,False,2025-01-18,0,O,0.99836296,0.0016370628
43,6de9d1f8e77a56c94cac64a41c517b367b02b60e196632abf0cde5c30673bedf,2025-01-18 08:24:43.459983,en,aljazeera.com,aljazeera.com,2025-01-18,Gaza ceasefire to take effect on Sunday morning,https://www.aljazeera.com/news/2025/1/18/israel-hamas-ceasefire-in-gaza-to-come-into-effect-sunday-morning?traffic_source=rss,1,0,10,"['Gaza', 'Sunday', 'morning']",True,False,False,False,False,2025-01-18,0,O,0.99735945,0.0026405074
44,0a4c495a1d21beddc2d6d66ebca2db84f75af7ea5c871bad30499fd5d6cb3610,2025-01-18 19:21:03.175026,en,aljazeera.com,aljazeera.com,2025-01-18,Ceasefire deal: What do we know about Israel’s captives held in Gaza?,https://www.aljazeera.com/news/2025/1/18/ceasefire-deal-what-do-we-know-about-israels-captives-held-in-gaza?traffic_source=rss,1,1,11,"['Ceasefire', 'Israel', 'Gaza']",True,False,False,True,False,2025-01-18,0,O,0.99724364,0.0027563323
45,abb80cd4edcb9acb66ca5ec1fb43766054f35097545e4e88bb04837428e36919,2025-01-18 10:23:44.005908,en,aljazeera.com,aljazeera.com,2025-01-18,"What is ‘Dreams on a Pillow’, the Palestinian game about the Nakba?",https://www.aljazeera.com/news/2025/1/18/what-is-dreams-on-a-pillow-the-palestinian-game-about-the-nakba?traffic_source=rss,1,1,11,"['Palestinian', 'Nakba']",True,True,False,False,False,2025-01-18,1,S,0.49410418,0.50589585
46,eb48d90b66c50b09aa88238e9b6245ac813213b6cce4473afe14897fcd382d9d,2025-01-18 12:17:17.929690,en,foxnews.com,foxnews.com,2025-01-18,"Cease-fire between Israel, Hamas to go into effect Sunday morning, Qatar says",https://www.foxnews.com/world/cease-fire-between-israel-hamas-go-effect-sunday-morning-qatar-says,1,1,11,"['Israel', 'Hamas', 'Sunday', 'morning', 'Qatar']",True,True,True,True,False,2025-01-18,0,O,0.99870956,0.0012904161
47,c577abce826f67dca64568d7f8e75eebca62182acc5004ef53439af41da79e1c,2025-01-18 16:39:38.904227,en,bbc.co.uk,bbc.co.uk,2025-01-18,Israeli government approves Gaza ceasefire and hostage release deal,https://www.bbc.co.uk/programmes/p0kkh45v,1,1,11,"['Israeli', 'Gaza']",True,False,False,True,False,2025-01-18,0,O,0.9991769,0.000823006
48,d70f2a935b30a14710bb3ec8cc2c831d8da0e1e5464c57e4156d89d144d1cf2a,2025-01-18 15:18:13.681869,en,foxnews.com,foxnews.com,2025-01-18,From Washington: What The Gaza Ceasefire Means For The Middle East,https://radio.foxnews.com/2025/01/18/from-washington-what-the-gaza-ceasefire-means-for-the-middle-east/,1,1,11,"['Washington', 'The Gaza Ceasefire Means For The Middle East']",True,True,False,True,False,2025-01-18,0,O,0.985128,0.0148719875
49,9ad8d3c006e1b43b8a4c84bd4fa6e86148102069edfcab8c0e44d04304b5e562,2025-01-19 07:26:40.182807,en,bbc.co.uk,bbc.co.uk,2025-01-18,"Newshour, Netanyahu says Israel 'reserves right to return to war",https://www.bbc.co.uk/programmes/w172zb9b90js0jj,1,1,11,"['Netanyahu', 'Israel']",True,False,False,True,False,2025-01-18,0,O,0.9264167,0.07358328
50,36c1e1598f5a2d97b317aa9526b49db073ae5bbedaaecf7cb7301db30165a0a2,2025-01-18 07:20:43.109358,en,aljazeera.com,aljazeera.com,2025-01-18,Israel-Gaza ceasefire deal: Which Palestinian prisoners could be released?,https://www.aljazeera.com/news/2025/1/18/israel-gaza-ceasefire-deal-which-palestinian-prisoners-will-be-released?traffic_source=rss,1,1,11,"['Israel', 'Palestinian']",True,True,False,True,False,2025-01-18,0,O,0.9991468,0.00085320213
51,20cbc5291ec58ddd5c074f89ee732da5abe0c82125f5e1424085a7fd579390d5,2025-01-18 07:20:49.124982,en,aljazeera.com,aljazeera.com,2025-01-18,Palestinian Authority ready to ‘assume full responsibility in Gaza’,https://www.aljazeera.com/news/2025/1/18/palestinian-authority-says-ready-to-govern-gaza-after-ceasefire?traffic_source=rss,1,0,10,"['Palestinian Authority', 'Gaza']",True,True,False,False,False,2025-01-18,1,S,0.47903898,0.5209611
52,0eb042860d135ccdf583d8bcff3a84e35b69399047e74794d2f8f958c1114b9e,2025-01-18 02:17:31.956014,en,bbc.com,bbc.com,2025-01-18,The inside story of how the Israel-Hamas ceasefire was struck,https://www.bbc.com/news/articles/cx2pp3y68w5o,1,1,11,['Israel'],True,False,True,True,False,2025-01-18,0,O,0.99868935,0.001310605
53,17e34478f77dabf357df9866ad4fec8d0c0e9bb61b85735fb2e884209cccdafe,2025-01-18 17:42:25.569592,en,bbc.com,bbc.com,2025-01-18,Londonderry: Hundreds attend pro-Palestinian rally,https://www.bbc.com/news/articles/c4gze0l147mo,1,1,11,"['Londonderry', 'Hundreds', 'pro-Palestinian']",True,True,False,False,True,2025-01-18,0,O,0.9932413,0.006758708
54,fdbb47a2fa3b85aa9406fcca89194c91a39272a2b130ab15ed249025d47cbef6,2025-01-18 17:39:37.323229,en,bbc.com,bbc.com,2025-01-18,Thousands attend pro-Palestinian rally in London,https://www.bbc.com/news/articles/cz0l34kpv51o,1,1,11,"['Thousands', 'pro-Palestinian', 'London']",True,True,False,False,True,2025-01-18,0,O,0.9936242,0.006375824
55,4dddb8383eba088bc4e1c58fa675663c1246115327f64ebd0839ff6c47e9d0a3,2025-01-18 18:28:24.469503,en,aljazeera.com,aljazeera.com,2025-01-18,"Houthis say they’ll halt Israel, Red Sea attacks if truce comes into force",https://www.aljazeera.com/news/2025/1/18/houthis-to-halt-israel-red-sea-attacks-if-gaza-truce-comes-into-force?traffic_source=rss,1,0,10,"['Houthis', 'Israel', 'Red Sea']",True,False,True,True,False,2025-01-18,0,O,0.97912174,0.02087825
56,95892c83085018f7ffe7bf34bfcc86a94eeb587c8875a28015421d0318092333,2025-01-18 15:23:28.442029,en,aljazeera.com,aljazeera.com,2025-01-18,Doctors on the front lines in Gaza – Dr Victoria Rose & Fatima Bhutto,https://www.aljazeera.com/program/reframe/2025/1/18/doctors-on-the-front-lines-in-gaza-dr-victoria-rose-fatima-bhutto?traffic_source=rss,0,1,01,"['Gaza', 'Victoria Rose', 'Fatima Bhutto']",True,False,False,False,False,2025-01-18,0,O,0.99619424,0.0038058176
57,f140b63bd5905c337a8be24f118146d4061cbfb688de5c47018938205ac63669,2025-01-19 05:17:53.635750,en,foxnews.com,foxnews.com,2025-01-18,What to expect as Israel-Hamas cease-fire goes into effect on Sunday,https://www.foxnews.com/world/what-expect-israel-hamas-cease-fire-goes-effect,1,1,11,"['Israel', 'Sunday']",True,False,True,True,False,2025-01-18,0,O,0.9972838,0.0027161192
58,d44457a35d5e2411cdfa694312bfe122e6f80af4e5d07dd4d432ee1fbb93df52,2025-01-18 14:25:42.844478,en,aljazeera.com,aljazeera.com,2025-01-18,Israeli government agrees on Gaza ceasefire,https://www.aljazeera.com/program/newsfeed/2025/1/18/israeli-government-agrees-on-gaza-ceasefire?traffic_source=rss,1,1,11,"['Israeli', 'Gaza']",True,False,False,True,False,2025-01-18,0,O,0.9986436,0.0013564004
59,d53868c35f3f37034294332352ed3487095c2e177b9173422c2b69d2bac7b78d,2025-01-18 17:32:11.620872,en,aljazeera.com,aljazeera.com,2025-01-18,"Who is Steve Witkoff, Trump’s man at the Gaza ceasefire talks?",https://www.aljazeera.com/news/2025/1/18/who-is-steve-witkoff-trumps-man-at-the-gaza-ceasefire-talks?traffic_source=rss,1,1,11,"['Steve Witkoff', 'Trump', 'Gaza']",True,False,False,True,False,2025-01-18,0,O,0.970214,0.029785946
60,3e21859d48f9e1f8a268031cd0a3a313d8aaac3ff41af7a56811a9d806185c1d,2025-01-18 16:27:40.992564,en,aljazeera.com,aljazeera.com,2025-01-18,A ceasefire agreement at last – but will it hold?,https://www.aljazeera.com/program/the-listening-post/2025/1/18/a-ceasefire-agreement-at-last-but-will-it-hold?traffic_source=rss,1,0,10,[],True,False,False,False,False,2025-01-18,0,O,0.97338176,0.026618212
61,1dade8828e9e68f112458300233928202eca697e27677aec08a868e897dbcaf9,2025-01-18 21:24:56.704814,en,aljazeera.com,aljazeera.com,2025-01-18,Israel must withdraw from Lebanon by January 26 deadline: President Aoun,https://www.aljazeera.com/news/2025/1/18/israel-must-withdraw-from-lebanon-by-january-26-deadline-president-aoun?traffic_source=rss,1,0,10,"['Israel', 'Lebanon', 'January 26', 'Aoun']",True,False,True,True,False,2025-01-18,0,O,0.9977005,0.0022995195
62,3c3d464233fbbd9c645d0b5be2728011510c23db0cfe59e0197f23b71a98c351,2025-01-18 08:22:40.662925,en,foxnews.com,foxnews.com,2025-01-18,"Florida hotel discriminated against Arab American group after Hamas' Oct. 7 attack against Israel, DOJ says",https://www.foxnews.com/us/florida-hotel-discriminated-against-arab-american-group-after-hamas-oct-7-attack-against-israel-doj-says,1,1,11,"['Florida', 'Arab American', 'Hamas', 'Oct. 7', 'Israel', 'DOJ']",True,True,True,True,False,2025-01-18,0,O,0.9939908,0.006009261
