word,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent
majority,0.035294118,0.084870849,0.101351351,0.098245614,0.040650407,-0.141077778,-0.066330435,0.11,0.026721429,-0.08694
charge,0.099173554,0.129032258,0.096296296,0.130769231,0.085714286,-0.141066667,-0.03700625,-0.079384615,-0.117605882,-0.056755556
suspended,0.153846154,0.25,0.14893617,0.166666667,0.151515152,-0.141033333,-0.61525,-0.555114286,-0.356275,-0.5133
owner,0.126436782,0.191176471,0.032786885,0.066666667,0.096153846,-0.140772727,-0.120584615,-0.27065,-0.22305,-0.04746
confirmed,0.025210084,0.038834951,0.059701493,0.081632653,0.026785714,-0.1405,-0.004175,-0.15475,-0.170325,0.067433333
painting,0.130434783,0.192307692,0.083333333,0.136363636,0.153846154,-0.1405,0.02798,0.3421,-0.1535,-0.12315
staff,0.041666667,0.074324324,0.125874126,0.057142857,0.034188034,-0.140316667,0.060818182,0.074961111,-0.0253625,-0.227875
sanctuary,0.205128205,0.12244898,0.073170732,0.169811321,0.133333333,-0.1398625,0.105366667,0.082933333,0.003188889,0.00375
repealing,0.242424242,0,0.083333333,0.146341463,0.096774194,-0.1397625,0,-0.135966667,-0.2351,-0.487333333
referendum,0.032786885,0.071428571,0.087719298,0.109589041,0.039215686,-0.13945,0.14974,0.10422,0.01035,-0.12315
quickly,0.130434783,0.070512821,0.096385542,0.124137931,0.100775194,-0.138716667,-0.092272727,0.0123375,-0.215527778,-0.079123077
emails,0.125874126,0.201438849,0.111111111,0.094936709,0.092592593,-0.138638889,-0.158125,-0.1514,-0.205546667,-0.25782
immigration,0.143283582,0.129337539,0.105084746,0.124137931,0.109550562,-0.138372917,-0.152131707,-0.143687097,-0.21785,-0.148189744
period,0.082191781,0.058064516,0.014184397,0.04516129,0.031496063,-0.138033333,-0.149922222,0,-0.143742857,0.159225
leaders,0.092178771,0.098765432,0.132118451,0.16904277,0.080760095,-0.138006061,-0.04469,-0.030982759,-0.122918072,-0.055402941
liberal,0.053435115,0.096774194,0.109589041,0.108974359,0.068493151,-0.137842857,0.05478,-0.06458125,0.1309,-0.18285
chemical,0.294117647,0.1,0.210526316,0.086956522,0.055555556,-0.13711,-0.236533333,-0.672725,-0.13125,-0.4404
online,0.131868132,0.087719298,0.036144578,0.048484848,0.06,-0.136904167,0.005393333,-0.01325,0.1783375,-0.230577778
testing,0.057142857,0.142857143,0,0.037735849,0.068181818,-0.1366,0.14438,0,0.3395,0.134233333
bulk,0.071428571,0.128205128,0.041666667,0.037037037,0.166666667,-0.1366,-0.17728,-0.34,0.4588,0.0172
fee,0.075471698,0.186440678,0.121212121,0.142857143,0.047619048,-0.136525,0.048636364,-0.244875,-0.0258,0
institutions,0.139784946,0.192771084,0.176470588,0.212121212,0.114285714,-0.136253846,0.04345,0.32382,0.09567619,-0.074441667
defense,0.105105105,0.083076923,0.061016949,0.071641791,0.037593985,-0.136028571,0.032707407,0.026694444,0.167470833,0.37705
international,0.069529652,0.083168317,0.062124248,0.073593074,0.048275862,-0.135988235,-0.058204762,-0.02266129,-0.065805882,-0.333838095
divisive,0.12195122,0.071428571,0.23255814,0.047619048,0.157894737,-0.13572,0.109366667,-0.13016,-0.2934,-0.002483333
silence,0.203703704,0.282051282,0.102040816,0.28125,0.046511628,-0.135327273,0.099681818,-0.2992,-0.181888889,-0.44655
reduced,0.144578313,0.05952381,0.137931034,0.125,0.052631579,-0.135233333,0.22328,-0.048025,0.0088875,-0.066533333
misconduct,0.375,0.4,0.238095238,0.147058824,0.181818182,-0.135144444,-0.16915,-0.29884,-0.3591,-0.6391
white,0.055418719,0.060313631,0.066582915,0.078880407,0.062189055,-0.134988889,-0.10298,0.024360377,0.040593548,-0.21564
rule,0.081818182,0.16017316,0.128205128,0.147540984,0.055045872,-0.134688889,-0.128040541,0.084717143,0.018091111,0.265583333
intense,0.142857143,0.085106383,0.1,0.104166667,0.037037037,-0.134566667,-0.316425,-0.078075,-0.33992,0.34
senior,0.036437247,0.048442907,0.06185567,0.09057971,0.009389671,-0.134311111,-0.049657143,0.002494444,0.08298,0.0258
congressional,0.049382716,0.030769231,0.080213904,0.123966942,0.071856287,-0.134,0.161883333,-0.164146667,0.028983333,-0.005216667
overwhelming,0.083333333,0.083333333,0.057142857,0.196078431,0.107142857,-0.133966667,-0.104266667,0,0.09558,-0.199733333
incoming,0.07518797,0.098684211,0.112426036,0.123287671,0.041322314,-0.13312,-0.073086667,-0.003631579,-0.104322222,-0.199
manufacturing,0.186046512,0.111111111,0.039215686,0.036363636,0.019230769,-0.1330625,0.30215,-0.05775,0.33525,0
little,0.089337176,0.106849315,0.090666667,0.06504065,0.08490566,-0.132948387,-0.008638462,0.001244118,0.025820833,-0.05727037
cards,0.125,0.15,0.053571429,0.08,0.02,-0.132728571,0.041966667,-0.212133333,-0.04185,0
targeting,0.185185185,0.261904762,0.103448276,0.106060606,0.085106383,-0.13202,-0.110213636,-0.3394,-0.0598,-0.269325
urge,0.108108108,0.074074074,0.058823529,0.161290323,0.111111111,-0.131675,-0.31245,0,-0.18654,0
sponsored,0.136363636,0.222222222,0,0.533333333,0.214285714,-0.130966667,-0.266175,0,-0.2850625,-0.2406
event,0.044871795,0.045714286,0.051948052,0.084269663,0.053030303,-0.130957143,0.0061,-0.226925,-0.12466,-0.019742857
request,0.06779661,0.067307692,0.058394161,0.117647059,0.049019608,-0.1308625,0.087671429,-0.02165,-0.085907143,-0.16816
suggested,0.05,0.076923077,0.052631579,0.05988024,0.042253521,-0.1307,-0.042558333,-0.258742857,-0.07738,0.143216667
visas,0.16,0.276595745,0.060606061,0.090909091,0,-0.1307,-0.284169231,0,-0.0352,0
reflect,0.113207547,0.048780488,0.185185185,0.12,0.071428571,-0.130633333,-0.1366,0.24252,0.063633333,0.7925
fundamental,0.096774194,0.108695652,0.1,0.097560976,0.15625,-0.130633333,0.2405,0.20885,0.055525,-0.24138
hospitals,0.253164557,0.154929577,0.121495327,0.078947368,0.117021277,-0.13053,-0.335945455,0.160707692,-0.253666667,-0.154036364
procedure,0.086956522,0.282051282,0.102564103,0.234042553,0.090909091,-0.13035,-0.083690909,-0.052025,-0.085790909,-0.0471
water,0.200626959,0.092936803,0.075313808,0.089041096,0.171755725,-0.13023125,-0.112144,0.040377778,-0.228034615,-0.086033333
federal,0.11218986,0.135330579,0.093275488,0.14640884,0.065803668,-0.130133654,-0.110296183,-0.074202326,-0.136081132,-0.142842623
recently,0.055776892,0.0375,0.059288538,0.092050209,0.025125628,-0.13005,0.017611111,-0.072326667,-0.039059091,0.14682
message,0.084388186,0.076388889,0.090909091,0.110091743,0.070484581,-0.129995,0.115459091,-0.073482609,-0.0234875,-0.05358125
ago,0.052795031,0.046153846,0.03988604,0.065868263,0.029520295,-0.129711765,-0.103386667,0.133285714,-0.152140909,-0.14155
supply,0.196078431,0,0.072727273,0.112903226,0.032786885,-0.12936,0,0.38295,-0.018057143,-0.21075
individuals,0.169117647,0.246835443,0.119205298,0.05625,0.110465116,-0.129356522,-0.137930769,-0.221572222,-0.444411111,-0.126321053
imports,0.258064516,0.095238095,0.185185185,0.128205128,0.071428571,-0.129225,0.07655,0.0802,-0.1825,-0.17875
cleared,0.263157895,0.153846154,0.181818182,0,0,-0.12906,0.12925,0.22135,0,0
question,0.024390244,0.093851133,0.076655052,0.092150171,0.041322314,-0.12905,-0.117044828,0.036068182,0.125892593,0.08176
justified,0.1,0.083333333,0.157894737,0.238095238,0.25,-0.1289,0.1147,0.168633333,0.28606,-0.28858
efforts,0.127272727,0.102739726,0.084337349,0.126353791,0.08583691,-0.128662857,-0.123576667,-0.0213,-0.055108571,-0.09383
agency,0.0625,0.071253071,0.070652174,0.111111111,0.077151335,-0.128615,-0.059962069,-0.02875,-0.040495,-0.081892308
administration,0.094725511,0.093253968,0.135542169,0.185393258,0.069620253,-0.128222727,-0.053544681,-0.076897037,-0.03219697,-0.023581818
jury,0.134328358,0.18,0,0.101010101,0.084507042,-0.128166667,-0.215522222,0,0.12646,0.0209
state,0.069879518,0.074327405,0.072277699,0.093422307,0.045276691,-0.128093793,-0.096119632,-0.024723684,-0.11164949,-0.090750617
siege,0.055555556,0.137931034,0.073170732,0.138888889,0.090909091,-0.128,0.161675,-0.344633333,0.03446,-0.064
transit,0.096774194,0.130434783,0.083333333,0.088235294,0.115384615,-0.127933333,0.194416667,-0.372833333,-0.126466667,0
project,0.098214286,0.098484848,0.066390041,0.04296875,0.024752475,-0.127704545,0.143896154,0.05290625,0.171245455,-0.08072
mother,0.171717172,0.064676617,0.094650206,0.047826087,0.067708333,-0.1277,-0.114761538,0.017569565,-0.129190909,-0.404330769
northern,0.078431373,0.005263158,0.070588235,0.046357616,0.020408163,-0.127625,0,-0.120275,-0.092757143,-0.3489
parks,0.113636364,0.012195122,0.04,0.046875,0.012658228,-0.1273,0,-0.3885,-0.244,-0.5994
driving,0.149253731,0.142857143,0.144927536,0.071428571,0.163934426,-0.12723,-0.061822222,0.0825,0.0747,-0.18346
competition,0.1,0.25,0.097560976,0.151515152,0,-0.126925,0.159688889,0.1717,0.09616,0
circumstances,0.089285714,0.125,0.055555556,0.104166667,0.083333333,-0.12692,-0.0835,-0.37895,-0.2484,-0.3102
paid,0.152671756,0.209150327,0.12605042,0.133333333,0.152173913,-0.126715,0.108253125,-0.06438,-0.15513125,-0.062047619
dropped,0.088888889,0.064102564,0.084337349,0.077922078,0.029850746,-0.1266875,-0.26,0.010857143,0.064033333,0
clothes,0.28,0.111111111,0.071428571,0.111111111,0.233333333,-0.126685714,0,-0.21075,0.22365,-0.289071429
fines,0.176470588,0.28125,0.083333333,0.071428571,0.0625,-0.1265,-0.181544444,-0.148,0.30915,-0.296
drive,0.139784946,0.085106383,0.133333333,0.177777778,0.064516129,-0.126492308,-0.0271875,-0.11755,-0.0496625,-0.286225
treated,0.158730159,0.254545455,0.108433735,0.152542373,0.15,-0.12643,-0.060685714,-0.034444444,-0.272488889,-0.234258333
internet,0.142857143,0.113043478,0.082474227,0.125,0.091954023,-0.126014286,-0.230661538,-0.1117375,-0.275375,-0.0808625
relationships,0.136363636,0.103448276,0.24,0.12962963,0.086206897,-0.125583333,-0.286116667,-0.030733333,-0.090985714,0.47116
way,0.098159509,0.121699196,0.084429825,0.065645514,0.112137203,-0.12552375,-0.012856604,-0.019487013,-0.088811667,-0.032855294
leave,0.121212121,0.171314741,0.156,0.154411765,0.078703704,-0.125425,-0.061781395,-0.097984615,-0.013890476,-0.098670588
warehouse,0.088235294,0.12195122,0.085106383,0.043478261,0.052631579,-0.125333333,-0.19186,-0.343825,0.4215,0
beat,0.255813953,0.115384615,0.054054054,0.103448276,0.125,-0.125281818,0.37825,-0.3612,-0.324533333,-0.084475
market,0.108374384,0.095652174,0.082474227,0.074257426,0.066666667,-0.125036364,0.167109091,0.0542,0.113013333,-0.030575
alliances,0.076923077,0.058823529,0.26984127,0.04,0.026315789,-0.125,-0.278775,0.012029412,-0.0768,-0.2732
image,0.033898305,0.036585366,0.025316456,0.111111111,0.107692308,-0.125,-0.297933333,-0.2997,-0.0683,-0.039257143
significantly,0.127659574,0.045454545,0.11627907,0.073170732,0.1,-0.124883333,-0.0836,0.43116,0,0
peaceful,0.150943396,0.092307692,0.1875,0.148148148,0.14893617,-0.12465,0.188466667,0.483391667,0.45265,0.427871429
boys,0.176470588,0.097560976,0.057692308,0.086956522,0.117647059,-0.124511111,-0.409475,-0.087433333,0.3157,-0.0302
appears,0.073170732,0.054545455,0.074766355,0.101851852,0.022988506,-0.123566667,0.058383333,0.1507625,0.026045455,0.0258
collective,0.133333333,0.066666667,0.217391304,0.121212121,0.071428571,-0.123475,-0.0674,-0.2663,-0.262375,-0.24695
especially,0.075675676,0.077272727,0.08411215,0.051587302,0.052631579,-0.122885714,-0.066182353,0.106772222,0.183569231,-0.085554545
protection,0.154320988,0.117924528,0.056074766,0.066985646,0.083333333,-0.122536,-0.112424,0.087508333,0.014628571,-0.030007692
slow,0.13559322,0.076923077,0.102040816,0.1,0.06779661,-0.1224625,0.09545,-0.09052,-0.366475,-0.15545
rate,0.09009009,0.107438017,0.038461538,0.03030303,0.080645161,-0.12238,-0.044238462,-0.1101,-0.2956,-0.2221
culture,0.086956522,0.109243697,0.121212121,0.165562914,0.109243697,-0.12221,0.138707692,-0.02231875,-0.186512,0.104992308
decided,0.062937063,0.118881119,0.142857143,0.091463415,0.069767442,-0.122155556,0.004394118,-0.064789474,0.022466667,0.2244
increasingly,0.112068966,0.086092715,0.122302158,0.039735099,0.038461538,-0.122146154,-0.104261538,-0.158735294,-0.04445,-0.028425
disagreed,0.090909091,0.15,0.173913043,0.272727273,0.142857143,-0.12195,-0.2127,-0.518825,-0.3182,-0.10775
apart,0.175438596,0.179104478,0.073529412,0.076923077,0.150943396,-0.12189,-0.027008333,-0.32374,-0.31924,-0.155425
color,0.127659574,0.167938931,0.157303371,0.078125,0.132653061,-0.121791667,-0.188331818,-0.153828571,0.1035,-0.059076923
exchange,0.097560976,0.133333333,0.151898734,0.051020408,0.051282051,-0.1217125,0.155933333,-0.024966667,-0.0512,-0.047525
conducted,0.086956522,0.092307692,0.012820513,0.01754386,0.018518519,-0.121283333,-0.035283333,0.4588,0,-0.8074
area,0.117647059,0.055900621,0.089456869,0.066666667,0.072413793,-0.12115,-0.045505556,-0.092903571,-0.09156,-0.132785714
inability,0.235294118,0.411764706,0.235294118,0.2,0.1,-0.121075,-0.289557143,-0.0482,-0.2854,-0.3182
chief,0.032876712,0.049046322,0.040431267,0.076056338,0.032448378,-0.120575,-0.054416667,-0.004013333,-0.001107407,-0.027245455
shields,0.315789474,0.4,0.217391304,0.066666667,0.333333333,-0.1204,-0.2651625,-0.02336,0.128,-0.206414286
similar,0.047120419,0.075555556,0.078651685,0.07253886,0.015625,-0.1202,-0.222688235,0.011442857,-0.134221429,-0.1196
trafficking,0.1375,0.035714286,0.122807018,0.057971014,0.158730159,-0.119836364,0.106,-0.118671429,-0.301675,-0.29894
formally,0.146341463,0.107142857,0.022727273,0.229166667,0.074074074,-0.119533333,-0.2212,0,-0.0451,0.5641
aware,0.060606061,0.132352941,0.104477612,0.15,0.044117647,-0.1193,0.0311,0.089557143,0.091488889,-0.188266667
exports,0.106382979,0.095238095,0.178571429,0.078947368,0,-0.1177,0.447925,-0.18594,0.780366667,0
polling,0.136363636,0.044117647,0.04109589,0.050632911,0.103448276,-0.1177,0.0845,-0.0593,-0.022,-0.247966667
middle,0.033755274,0.031468531,0.056537102,0.023255814,0.039408867,-0.11685,-0.358855556,-0.126675,-0.1596,-0.176525
global,0.108196721,0.083333333,0.061797753,0.105882353,0.074193548,-0.116790909,0.03066,0.034845455,0.0491,0.104778261
responsibility,0.166666667,0.20610687,0.125,0.2,0.163636364,-0.116745,0.071511111,-0.1004,-0.048106897,-0.029022222
hear,0.045045045,0.06185567,0.035714286,0.060240964,0.070588235,-0.11658,-0.086583333,0.2123,-0.0151,-0.066466667
service,0.07641196,0.069767442,0.040892193,0.067669173,0.057971014,-0.116486957,-0.059227778,0.049318182,0.243366667,0.101366667
complete,0.060240964,0.125,0.08490566,0.107142857,0.149425287,-0.11646,0.007707143,-0.2433,0.029941667,0.044438462
instead,0.048582996,0.11827957,0.129251701,0.061068702,0.067164179,-0.116291667,0.108012121,-0.046136842,0.11428125,-0.019005556
turned,0.103030303,0.102040816,0.079470199,0.130434783,0.089655172,-0.115823529,-0.110586667,0.044008333,-0.0993,-0.017969231
information,0.110311751,0.135,0.087179487,0.115839243,0.075144509,-0.115641304,0.05037037,-0.070958824,0.000440816,-0.113211538
secretive,0.222222222,0.230769231,0.133333333,0.294117647,0.181818182,-0.115625,0.0125,-0.125,0.23602,0.23835
wall,0.071684588,0.092436975,0.048780488,0.086792453,0.067708333,-0.11481,-0.190081818,-0.0687,0.007134783,-0.327938462
bags,0.333333333,0.033333333,0,0,0.0625,-0.114633333,-0.2815,0,0,-0.765
elite,0.1,0.156862745,0.196428571,0.106060606,0.118644068,-0.11458,0.3709375,-0.1458,0.128285714,0.0198
mind,0.043478261,0.102040816,0.120967742,0.060606061,0.137254902,-0.11392,0.05225,0.145186667,-0.06505,0.097128571
shelter,0.227272727,0.075471698,0.042253521,0.06,0.018181818,-0.113906667,0.137425,-0.3937,0.074333333,-0.4019
initial,0.081632653,0.060606061,0.033333333,0.084745763,0.02,-0.113875,-0.175075,-0.4015,-0.42794,0
poll,0.09375,0.026315789,0.008928571,0.034090909,0,-0.113833333,0.26335,0,-0.227666667,0
voting,0.134146341,0.196911197,0.109170306,0.144,0.148387097,-0.11379697,-0.161890196,-0.28362,-0.203786111,-0.209234783
filed,0.06741573,0.136752137,0.097087379,0.079207921,0.076923077,-0.113783333,-0.10455,-0.19082,-0.0708625,-0.081816667
individual,0.085526316,0.09929078,0.05625,0.124137931,0.007575758,-0.113307692,0.11465,0.090744444,0.141922222,0
look,0.084745763,0.057057057,0.06984127,0.083032491,0.073426573,-0.113208,0.024984211,0.032640909,-0.00136087,0.092714286
human,0.136020151,0.139810427,0.081300813,0.080103359,0.143236074,-0.113151852,-0.087013559,-0.088483333,-0.108283871,-0.036862963
frequently,0.032786885,0.052631579,0.150943396,0.170212766,0.022727273,-0.11315,0.040666667,0.0060375,-0.0135375,-0.4588
watching,0.041666667,0.023809524,0,0,0.090909091,-0.11315,0,0,0,-0.27966
leaks,0.125,0.2,0.15,0.095238095,0.136363636,-0.11315,0.5653,0.4398,-0.11315,-0.380566667
systems,0.126984127,0.103448276,0.0875,0.045977011,0.101694915,-0.1129625,-0.123855556,-0.136142857,0.2327,-0.1601
capacity,0.162162162,0.076923077,0,0.057142857,0.078947368,-0.1128,-0.3469,0,-0.0129,-0.161966667
occupation,0.125,0.125,0.032258065,0.2,0.066666667,-0.112566667,-0.2083,-0.128,-0.09878,-0.5625
voters,0.166666667,0.120734908,0.136363636,0.124413146,0.095679012,-0.112521569,-0.055480435,0.041425926,-0.037075472,-0.0572
officially,0.090909091,0.057142857,0.125,0.181818182,0.16,-0.112266667,0.3239,-0.106066667,0.031733333,0.105375
coalition,0.075,0.055214724,0.1,0.082278481,0.032520325,-0.112216667,-0.138955556,0.009038889,-0.034984615,-0.14165
away,0.083756345,0.083798883,0.120204604,0.11,0.079881657,-0.112130303,-0.09633,-0.029448936,-0.016336364,-0.136262963
available,0.068181818,0.078947368,0.064220183,0.02962963,0.043956044,-0.111977778,-0.168333333,0.213714286,0.09145,-0.117025
dark,0.125,0.097222222,0.083333333,0.15,0.176470588,-0.111844444,-0.140171429,0.1648,-0.162933333,-0.391041667
initiative,0.069444444,0.074074074,0,0.037735849,0.059701493,-0.11184,-0.263683333,0,-0.31245,-0.2068
owners,0.108433735,0.11627907,0.12962963,0.180555556,0.058823529,-0.111333333,-0.10657,-0.136085714,-0.013761538,-0.278475
fees,0.131313131,0.152173913,0.066666667,0.05,0.108108108,-0.1113,0.070871429,-0.268033333,-0.0332,-0.0673375
dollars,0.078125,0.115942029,0.053435115,0.106666667,0.07826087,-0.11104,-0.0452875,-0.254742857,-0.04700625,-0.184988889
implement,0.12195122,0.163636364,0.19047619,0.166666667,0.056603774,-0.11102,0.104766667,0.0522625,0.2328125,0.274166667
defined,0.12962963,0.026315789,0.14,0.086956522,0.044444444,-0.110342857,0.25,-0.127928571,-0.2202,-0.4088
dying,0.272727273,0.058823529,0.114285714,0.222222222,0.227272727,-0.110316667,-0.4153,-0.2763,-0.348133333,-0.16158
homosexual,0.238095238,0.125,0.0625,0.071428571,0.230769231,-0.11018,-0.73025,-0.296,-0.296,-0.2656
citizenship,0.073170732,0.204081633,0.068181818,0.176470588,0.230769231,-0.110133333,-0.04439,0.274466667,-0.216208333,-0.095316667
arts,0.040540541,0.069767442,0.081395349,0.083333333,0.014705882,-0.110066667,0.295633333,0.0574,0.315275,0.4215
banks,0.125,0.114583333,0.084745763,0.086419753,0.070588235,-0.109677778,-0.031272727,-0.08371,-0.053471429,-0.040166667
consequence,0.333333333,0.2,0.2,0.210526316,0.058823529,-0.1095,0.0242,-0.19362,0.262575,0.7564
held,0.149635036,0.15,0.122377622,0.176470588,0.113122172,-0.109485366,-0.097742857,-0.107031429,-0.096925,-0.151404
concern,0.105633803,0.090909091,0.08839779,0.108108108,0.061643836,-0.10938,0.061717647,0.15568125,0.0177,-0.353644444
returning,0.142857143,0.05,0.103448276,0.092592593,0.025,-0.108966667,0.27115,-0.3581,0.34486,0.1027
short,0.121428571,0.063583815,0.086666667,0.064516129,0.089552239,-0.108952941,0.097754545,0.098292308,-0.22728,-0.112725
environment,0.170212766,0.074074074,0.102564103,0.074074074,0.141304348,-0.107679167,0.330425,0.108225,0.0046375,-0.041515385
investigation,0.044354839,0.154150198,0.096,0.128440367,0.082608696,-0.1076,-0.307969231,-0.077491667,-0.083328571,-0.284294737
assessments,0.105263158,0.047619048,0.3125,0.095238095,0.083333333,-0.10705,0.6124,-0.00474,0.26415,0.6124
addresses,0.142857143,0.138888889,0.045454545,0.038461538,0.0625,-0.106066667,-0.07602,0,-0.6908,0
breathing,0.090909091,0.045454545,0,0.142857143,0.333333333,-0.106,0.7906,0,-0.36845,-0.272
prospect,0.0625,0.09375,0.096153846,0.147058824,0.076923077,-0.1057,0.195533333,0.27954,0.1132,0.3039
release,0.128571429,0.109375,0.08974359,0.100775194,0.060344828,-0.105622222,-0.222628571,-0.099378571,-0.246653846,-0.224057143
holding,0.053763441,0.10483871,0.133928571,0.092105263,0.056074766,-0.10546,0.054507692,0.22606,0.007371429,-0.199966667
society,0.105590062,0.127659574,0.111888112,0.120603015,0.103448276,-0.105435294,0.176454167,0.2827625,0.053070833,-0.064886667
borders,0.103448276,0.08,0.091836735,0.127118644,0.128440367,-0.105255556,0.1308,-0.030888889,0.058626667,0.069521429
account,0.097744361,0.143884892,0.05982906,0.075,0.046296296,-0.105030769,-0.15151,0.125514286,0.073922222,-0.18642
judiciary,0.127659574,0.133333333,0.087719298,0.194444444,0.078947368,-0.104833333,-0.154483333,-0.04156,-0.079614286,-0.103133333
whites,0.109090909,0.204545455,0.113636364,0.191489362,0.083333333,-0.1047,-0.082333333,-0.08038,-0.116888889,-0.40535
taken,0.085714286,0.135135135,0.12962963,0.144329897,0.085201794,-0.1046125,-0.097915,-0.065731429,0.022564286,0.068357895
electors,0.185185185,0.141304348,0.264367816,0.153846154,0.25,-0.10432,0.054538462,0.012134783,-0.164183333,-0.1337
trip,0.07079646,0.056818182,0.031578947,0.034482759,0.072463768,-0.104275,-0.24436,0.295966667,-0.051033333,0.04896
house,0.031354983,0.030425963,0.015300546,0.021526419,0.012746234,-0.104210714,-0.060356667,0.023914286,-0.034818182,-0.176318182
added,0.043352601,0.049275362,0.028205128,0.021390374,0.047619048,-0.104066667,0.039529412,0.1597,0.0339125,-0.1581
lie,0.11627907,0.315789474,0,0.072727273,0.105263158,-0.10394,-0.1592,0,0.085,-0.029033333
attempts,0.063829787,0.1875,0.060240964,0.19047619,0.083333333,-0.1034,-0.079526667,-0.26326,-0.244058333,-0.15152
keeping,0.119565217,0.126213592,0.08411215,0.144444444,0.120879121,-0.103154545,0.135815385,0.177955556,-0.317607692,-0.196790909
small,0.09540636,0.082089552,0.107692308,0.104651163,0.08056872,-0.103122222,-0.051081818,-0.180410714,0.004588889,-0.108923529
resource,0.269230769,0.2,0.176470588,0.095238095,0,-0.102814286,0.08272,0.2276,-0.1909,0
details,0.00952381,0.043859649,0.03960396,0.08411215,0.066666667,-0.1027,-0.3951,0.116325,-0.138311111,-0.0254
ideas,0.012345679,0.111111111,0.06741573,0.047619048,0.105263158,-0.1027,0.147636364,-0.044783333,0.1739,0.0613
case,0.073033708,0.068807339,0.062656642,0.060344828,0.058536585,-0.10265641,-0.069933333,0.015368,-0.038642857,-0.072375
identify,0.056338028,0.185185185,0.060606061,0.068965517,0.112903226,-0.102575,-0.27913,-0.3805,-0.41125,-0.323571429
attend,0.076923077,0.037037037,0.150684932,0.105263158,0.086956522,-0.102033333,0.196933333,-0.022018182,-0.0971875,0.1257
corporate,0.147058824,0.134831461,0.128205128,0.12,0.031578947,-0.101653333,-0.047833333,0.16451,-0.219655556,0
teenage,0.217391304,0.15,0.086956522,0,0.083333333,-0.10162,-0.060233333,-0.20785,0,-0.07655
gone,0.097087379,0.101010101,0.115384615,0.020833333,0.048076923,-0.10159,-0.23743,-0.192333333,-0.63845,-0.3108
wide,0.139534884,0.069767442,0.068181818,0.142857143,0.135135135,-0.101283333,-0.0453,-0.121066667,-0.202816667,-0.01758
status,0.13592233,0.242990654,0.12195122,0.185185185,0.150537634,-0.10125,-0.046961538,0.049686667,0.199056,-0.283364286
understood,0.068965517,0.085714286,0.125,0.146341463,0,-0.10115,0.2384,0.28585,0.434316667,0
cyberattacks,0.315789474,0.258064516,0.071428571,0.24137931,0.090909091,-0.101,-0.1059,-0.41355,-0.073557143,-0.3159
visited,0.093023256,0.055555556,0.06779661,0.0625,0.133333333,-0.100925,0.113333333,0.10055,-0.224533333,-0.15415
sides,0.142857143,0.201923077,0.081818182,0.094117647,0.173469388,-0.100858333,-0.044161905,0.143522222,0.3601375,0.112747059
hit,0.17816092,0.073033708,0.077777778,0.08974359,0.14893617,-0.10076129,-0.108107692,-0.337078571,-0.122378571,-0.231571429
user,0.214285714,0.216216216,0.227272727,0.181818182,0.363636364,-0.100433333,0.0658625,0.1613,0.01615,-0.12675
activism,0.210526316,0.058823529,0.222222222,0.153846154,0,-0.1003,-0.2231,-0.02695,0,0
walked,0.117647059,0.025,0.097560976,0.14516129,0.037735849,-0.0999,0.4215,-0.16355,0.105933333,0.21075
job,0.124031008,0.093495935,0.086956522,0.079681275,0.069767442,-0.099859375,0.026834783,0.164091667,-0.073665,0.07254
pay,0.155555556,0.24437299,0.127340824,0.102564103,0.094339623,-0.0995375,-0.089688158,-0.228567647,-0.154440625,-0.207308
advocates,0.097560976,0.121495327,0.114285714,0.142857143,0.093333333,-0.099325,0.055030769,-0.053583333,-0.113563636,-0.132142857
FALSE,0.16,0.395061728,0.163265306,0.197674419,0.244897959,-0.098975,-0.099040625,-0.16208125,0.116488235,-0.003941667
center,0.027431421,0.028205128,0.027184466,0.033505155,0.020942408,-0.098654545,-0.213963636,-0.000107143,-0.061515385,0.087975
conducting,0.25,0.071428571,0.111111111,0.172413793,0.103448276,-0.098483333,-0.30555,-0.368333333,-0.20728,0.1702
organizers,0.066666667,0.034482759,0.065217391,0.12195122,0.047619048,-0.09845,-0.55615,0.098666667,0.05044,0.4939
militias,0.147058824,0.040540541,0.155172414,0.214285714,0.125,-0.09816,-0.171833333,-0.197066667,-0.094822222,-0.18535
long,0.103703704,0.136882129,0.098837209,0.1121673,0.09437751,-0.097892857,0.030741667,0.022723529,-0.037469492,-0.005908511
direction,0.161290323,0.129032258,0.118421053,0.107526882,0.030769231,-0.09787,0.0517625,-0.276111111,0.07884,-0.1591
source,0.072847682,0.048387097,0.069230769,0.065359477,0.105882353,-0.097772727,-0.344533333,0.088077778,-0.12589,0.090366667
date,0.042253521,0.114583333,0.064516129,0.029850746,0.03030303,-0.0977,0.130918182,0.151883333,-0.2202,0.4117
monitor,0.136363636,0.096153846,0.037735849,0.090909091,0.0625,-0.09765,-0.2404,-0.5859,0.097966667,0
trigger,0.1875,0.19047619,0.142857143,0.071428571,0.032258065,-0.097444444,-0.1469625,-0.1909,0,-0.7506
women,0.18226601,0.179439252,0.160844842,0.122807018,0.150697674,-0.097443243,-0.043454687,-0.033382828,-0.005765079,-0.10530679
tests,0.194444444,0.086956522,0.097560976,0.041666667,0.12195122,-0.096914286,-0.10465,-0.236925,0.3902,0.02286
